,"matched_id","internal_person_id","internal_event_id","full_name","prefix","first_name","middle_name","last_name","suffix","name_data_quality","dob","ssn","ssn_hash","ssn_bigrams","dmv_number","dmv_state","additional_id_number","additional_id_name","race","ethnicity","sex","street_address","city","state","postal_code","county","country","address_data_quality","veteran_status","disabling_condition","client_location_start_date","client_location_end_date","program_name","program_type","federal_program","destination","household_id","household_relationship","move_in_date","living_situation_type","living_situation_length","living_situation_start_date","times_on_street","months_homeless","client_location_start_date.1","client_location_end_date.1","client_location","source_name","created_date","updated_date"
42,5618753,5618753,49115797,,,"Janet",,"Robbins",,,"8/31/99 2:20","442-38-9844",,,550427,"FL",,,"amindian","hispanic","F",,,,,,,,"Y","N","6/24/17 13:44","9/17/17 20:34","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,4291,1,"12/5/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","9/21/15 1:13","THREE TIMES",32,"6/24/17 13:44","9/17/17 20:34","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
43,7342139,7342139,78700101,,,"James",,"Black",,,"5/23/70 4:30","521-03-0303",,,600195,"FL",,,"black","hispanic","F",,,,,,,,"N","N","7/20/17 12:18","9/26/17 18:35","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,86139,1,"12/2/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","3/22/15 12:11","THREE TIMES",32,"7/20/17 12:18","9/26/17 18:35","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
44,711392,711392,87136961,,,"Gary",,"Reyes",,,"11/5/51 7:53","872-91-5086",,,528492,"FL",,,"pacisland","hispanic","F",,,,,,,,"N","N","4/11/17 13:15","9/29/17 1:40","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,50039,1,"12/7/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","3/30/14 23:04","THREE TIMES",32,"4/11/17 13:15","9/29/17 1:40","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
45,1143997,1143997,72033790,,,"Gary",,"Deleon",,,"1/8/97 12:02","062-07-9606",,,875817,"FL",,,"other","nonhispanic","F",,,,,,,,"N","N","4/3/17 16:40","10/11/17 16:26","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,81191,1,"12/4/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","10/10/15 12:54","THREE TIMES",32,"4/3/17 16:40","10/11/17 16:26","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
46,5812729,5812729,29682797,,,"Garrett",,"Middleton",,,"6/10/99 6:30","184-30-1134",,,95331,"FL",,,"asian","hispanic","F",,,,,,,,"N","Y","7/4/17 12:15","9/12/17 5:41","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,30420,1,"12/7/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","12/13/13 1:20","THREE TIMES",32,"7/4/17 12:15","9/12/17 5:41","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
47,4723636,4723636,47405690,,,"Eric",,"Hunter",,,"12/6/70 5:15","516-04-4714",,,977084,"FL",,,"amindian","hispanic","F",,,,,,,,"N","N","1/28/17 0:30","10/10/17 12:03","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,39712,1,"12/2/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","2/26/15 20:09","THREE TIMES",32,"1/28/17 0:30","10/10/17 12:03","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
48,7632972,7632972,22489689,,,"Edwin",,"Reyes",,,"1/10/46 20:19","738-19-7528",,,357537,"FL",,,"asian","hispanic","F",,,,,,,,"N","Y","1/12/17 11:32","9/17/17 4:52","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,94282,1,"12/7/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","10/25/15 16:13","THREE TIMES",32,"1/12/17 11:32","9/17/17 4:52","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
49,7360459,7360459,52323773,,,"Douglas",,"Benitez",,,"1/5/53 8:03","397-92-3765",,,925563,"FL",,,"black","nonhispanic","F",,,,,,,,"N","N","5/12/17 7:36","11/28/17 18:14","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,88644,1,"12/3/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","4/7/14 23:59","THREE TIMES",32,"5/12/17 7:36","11/28/17 18:14","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
50,6000072,6000072,66994630,,,"Douglas",,"Fitzgerald",,,"1/3/57 9:09","614-91-5231",,,431200,"FL",,,"white","hispanic","F",,,,,,,,"N","N","1/16/17 19:50","10/21/17 0:23","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,94178,1,"12/3/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","4/10/14 8:58","THREE TIMES",32,"1/16/17 19:50","10/21/17 0:23","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
51,725014,725014,23341062,,,"Desiree",,"Cooley",,,"4/5/60 6:52","404-41-6293",,,123391,"FL",,,"amindian","hispanic","F",,,,,,,,"N","N","6/13/17 19:34","6/14/17 19:34","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,7056,1,"12/4/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","2/6/15 15:19","THREE TIMES",32,"6/13/17 19:34","6/14/17 19:34","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
52,9569176,9569176,54365800,,,"Derrick",,"Esparza",,,"3/19/80 22:19","755-79-2134",,,61557,"FL",,,"black","hispanic","F",,,,,,,,"N","Y","8/28/17 0:52","10/19/17 16:21","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,85537,1,"12/7/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","2/17/14 23:36","THREE TIMES",32,"8/28/17 0:52","10/19/17 16:21","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
53,4509335,4509335,57324351,,,"David",,"Ferguson",,,"3/20/78 20:39","568-91-6324",,,868579,"FL",,,"amindian","hispanic","F",,,,,,,,"N","N","3/25/17 8:54","9/10/17 3:57","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,51869,1,"12/6/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","8/16/14 1:41","THREE TIMES",32,"3/25/17 8:54","9/10/17 3:57","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
54,1518458,1518458,51965464,,,"Danielle",,"Carter",,,"1/10/88 9:23","310-05-9707",,,877172,"FL",,,"pacisland","hispanic","F",,,,,,,,"N","N","1/4/17 18:49","3/1/17 22:50","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,38120,1,"12/2/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","7/21/15 18:40","THREE TIMES",32,"1/4/17 18:49","3/1/17 22:50","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
55,6766826,6766826,92146916,,,"Danielle",,"Carter",,,"1/10/88 9:23","310-05-9707",,,91444,"FL",,,"other","hispanic","F",,,,,,,,"N","N","6/10/17 22:50","7/19/17 9:42","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,68698,1,"12/5/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","4/29/15 3:14","THREE TIMES",32,"6/10/17 22:50","7/19/17 9:42","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
56,8559964,8559964,14137422,,,"Cynthia",,"Christian",,,"2/6/84 2:08","276-83-3646",,,706642,"FL",,,"pacisland","nonhispanic","F",,,,,,,,"Y","N","12/25/16 13:55","1/22/17 18:35","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,95596,1,"12/7/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","9/28/14 5:34","THREE TIMES",32,"12/25/16 13:55","1/22/17 18:35","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.3","20:44.3"
57,3123985,3123985,95652623,,,"Cynthia",,"Christian",,,"2/6/84 2:08","276-83-3646",,,467421,"FL",,,"pacisland","hispanic","F",,,,,,,,"N","N","2/10/17 11:54","2/20/17 4:31","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,34561,1,"12/4/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","9/14/14 22:26","THREE TIMES",32,"2/10/17 11:54","2/20/17 4:31","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
58,9111790,9111790,976186,,,"Cody",,"Clements",,,"11/14/73 21:41","437-13-2242",,,735952,"FL",,,"asian","hispanic","F",,,,,,,,"N","N","5/16/17 1:02","7/16/17 6:38","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,48868,1,"12/7/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","9/4/15 4:10","THREE TIMES",32,"5/16/17 1:02","7/16/17 6:38","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
59,1338235,1338235,36631690,,,"Cody",,"Clements",,,"11/14/73 21:41","437-13-2242",,,990505,"FL",,,"white","hispanic","F",,,,,,,,"N","N","8/4/17 1:32","11/2/17 14:45","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,23592,1,"12/3/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","3/26/14 4:49","THREE TIMES",32,"8/4/17 1:32","11/2/17 14:45","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
60,2418576,2418576,46570495,,,"Cindy",,"Bonilla",,,"1/21/55 18:24","048-72-7769",,,659462,"FL",,,"asian","nonhispanic","F",,,,,,,,"N","Y","4/24/17 0:38","9/12/17 3:01","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,57652,1,"12/7/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","11/13/15 7:54","THREE TIMES",32,"4/24/17 0:38","9/12/17 3:01","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
61,634300,634300,46809313,,,"Cindy",,"Savage",,,"1/21/43 1:29","181-08-2491",,,238081,"FL",,,"white","nonhispanic","F",,,,,,,,"N","N","2/20/17 3:14","9/29/17 12:41","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,16234,1,"12/3/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","5/11/14 9:15","THREE TIMES",32,"2/20/17 3:14","9/29/17 12:41","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
62,3802364,3802364,15276068,,,"Charles",,"Blair",,,"12/10/55 5:22","261-14-0164",,,877521,"FL",,,"black","hispanic","F",,,,,,,,"N","N","6/26/17 8:15","9/30/17 11:37","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,77555,1,"12/5/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","8/7/14 12:59","THREE TIMES",32,"6/26/17 8:15","9/30/17 11:37","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
63,3779514,3779514,70734969,,,"Brendan",,"Lopez",,,"4/15/47 10:53","682-09-6784",,,863539,"FL",,,"white","hispanic","F",,,,,,,,"N","N","5/15/17 4:22","10/30/17 6:14","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,60690,1,"12/3/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","11/9/15 23:59","THREE TIMES",32,"5/15/17 4:22","10/30/17 6:14","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
64,631719,631719,26530139,,,"Brenda",,"Kim",,,"1/28/91 19:45","266-06-0409",,,560683,"FL",,,"black","hispanic","F",,,,,,,,"N","N","8/10/17 6:57","11/21/17 7:59","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,56768,1,"12/3/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","10/12/15 3:06","THREE TIMES",32,"8/10/17 6:57","11/21/17 7:59","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
65,7177591,7177591,38784372,,,"Anthony",,"Forbes",,,"8/17/81 20:03","148-77-3165",,,502989,"FL",,,"amindian","hispanic","F",,,,,,,,"N","N","12/27/16 16:57","1/1/17 16:57","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,35474,1,"12/4/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","7/16/14 2:14","THREE TIMES",32,"12/27/16 16:57","1/1/17 16:57","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
66,8493499,8493499,41833355,,,"Andrew",,"Davis",,,"8/2/83 0:00","489-36-9626",,,288138,"FL",,,"white","hispanic","F",,,,,,,,"N","N","8/7/17 1:29","9/16/17 6:01","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,30980,1,"12/3/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","5/12/15 21:22","THREE TIMES",32,"8/7/17 1:29","9/16/17 6:01","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
67,8514499,8514499,59746382,,,"Andrew",,"Thompson",,,"6/28/59 6:40","323-81-5256",,,674734,"FL",,,"pacisland","hispanic","F",,,,,,,,"N","N","5/24/17 4:50","5/24/17 4:50","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,80191,1,"12/2/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","8/30/15 11:33","THREE TIMES",32,"5/24/17 4:50","5/24/17 4:50","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
68,3272738,3272738,45546807,,,"Andrea",,"Moses",,,"9/21/48 14:21","110-82-1357",,,306444,"FL",,,"white","nonhispanic","F",,,,,,,,"N","N","5/5/17 22:51","5/6/17 22:51","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,67288,1,"12/3/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","1/13/14 2:39","THREE TIMES",32,"5/5/17 22:51","5/6/17 22:51","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
69,4423262,4423262,2963627,,,"Alicia",,"Davis",,,"10/28/76 3:40","733-49-6853",,,64668,"FL",,,"amindian","hispanic","F",,,,,,,,"N","N","2/25/17 18:01","10/4/17 13:14","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,45212,1,"12/7/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","10/17/14 15:58","THREE TIMES",32,"2/25/17 18:01","10/4/17 13:14","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
70,7631339,7631339,5889244,,,"Timothy",,"Ramsey",,,"5/7/73 23:20","524-12-9796",,,440128,"FL",,,"other","nonhispanic","F",,,,,,,,"N","N","11/29/17 7:13","11/29/17 7:13","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,57838,1,"12/1/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","12/4/15 12:10","THREE TIMES",32,"1/29/17 7:13","2/26/17 6:40","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
71,5611067,5611067,29206338,,,"Timothy",,"Ramsey",,,"5/7/73 23:20","524-12-9796",,,463373,"FL",,,"white","nonhispanic","F",,,,,,,,"N","N","11/16/17 21:16","11/16/17 21:16","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,16247,1,"12/6/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","5/15/15 15:48","THREE TIMES",32,"6/21/17 9:42","7/16/17 21:16","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.3","20:44.3"
72,2500507,2500507,9704178,,,"Theresa",,"Cruz",,,"9/9/77 14:38","490-66-5290",,,433978,"FL",,,"asian","nonhispanic","F",,,,,,,,"N","N","11/26/17 4:16","11/27/17 4:16","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,33435,1,"12/1/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","4/8/15 0:23","THREE TIMES",32,"2/26/17 4:16","3/1/17 4:16","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
73,5737383,5737383,95166109,,,"Terri",,"White",,,"8/12/92 3:00","491-09-3051",,,988563,"FL",,,"asian","hispanic","F",,,,,,,,"Y","N","11/1/17 4:54","11/4/17 7:11","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,68035,1,"12/1/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","10/22/14 4:37","THREE TIMES",32,"1/31/17 4:54","3/17/17 7:11","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
74,3681665,3681665,87426083,,,"Stephanie",,"Holt",,,"7/5/60 3:06","687-08-8903",,,334909,"FL",,,"amindian","nonhispanic","F",,,,,,,,"N","Y","3/23/17 0:05","4/13/17 10:49","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,6571,1,"12/3/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","6/7/15 14:53","THREE TIMES",32,"3/23/17 0:05","4/13/17 10:49","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
75,5319422,5319422,98691817,,,"Roger",,"Lopez",,,"12/17/82 21:39","446-01-6454",,,840803,"FL",,,"black","nonhispanic","F",,,,,,,,"N","N","11/1/17 7:27","11/12/17 10:53","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,12138,1,"12/7/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","4/22/14 6:44","THREE TIMES",32,"4/1/17 7:27","4/28/17 10:53","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
76,6689066,6689066,53265068,,,"Phillip",,"Delgado",,,"8/27/73 8:58","650-33-4352",,,148442,"FL",,,"amindian","hispanic","F",,,,,,,,"N","N","1/15/17 1:57","11/16/17 1:57","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,93911,1,"12/6/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","2/6/15 2:43","THREE TIMES",32,"6/15/17 1:57","6/16/17 1:57","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
77,5628696,5628696,77973282,,,"Paul",,"Price",,,"6/14/90 22:09","126-49-0475",,,935358,"FL",,,"white","hispanic","F",,,,,,,,"N","N","11/22/16 6:07","11/25/17 12:27","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,90603,1,"12/7/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","1/19/14 5:03","THREE TIMES",32,"12/22/16 6:07","1/25/17 12:27","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.3","20:44.3"
78,9842853,9842853,90959844,,,"Nicole",,"Andrews",,,"7/29/76 17:19","731-47-6749",,,802741,"FL",,,"black","hispanic","F",,,,,,,,"N","Y","11/6/17 12:52","11/9/17 12:52","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,94188,1,"12/7/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","5/28/15 3:29","THREE TIMES",32,"9/6/17 3:39","11/6/17 12:52","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
79,8218771,8218771,12366687,,,"Monica",,"Lucas",,,"10/11/69 18:15","571-51-4186",,,658009,"FL",,,"white","nonhispanic","F",,,,,,,,"N","Y","11/10/17 11:11","11/11/17 11:11","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,69160,1,"12/1/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","1/27/15 4:00","THREE TIMES",32,"5/24/17 5:58","11/11/17 11:11","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
80,7453039,7453039,91542946,,,"Melinda",,"Walker",,,"6/22/67 21:40","746-50-1855",,,532940,"FL",,,"white","hispanic","F",,,,,,,,"N","N","7/26/17 18:24","11/7/17 15:03","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,49302,1,"12/1/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","5/9/14 8:55","THREE TIMES",32,"7/26/17 18:24","10/7/17 15:03","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
81,8297108,8297108,76817153,,,"Megan",,"Melendez",,,"5/22/57 4:11","083-28-4101",,,837546,"FL",,,"white","hispanic","F",,,,,,,,"N","N","11/13/17 9:27","11/26/17 13:04","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,37961,1,"12/3/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","6/27/15 23:26","THREE TIMES",32,"7/13/17 9:27","7/26/17 13:04","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
82,4276363,4276363,19456041,,,"Megan",,"Melendez",,,"5/22/57 4:11","083-28-4101",,,299219,"FL",,,"amindian","hispanic","F",,,,,,,,"N","N","11/13/17 18:13","11/16/17 18:13","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,47543,1,"12/2/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","10/31/15 16:15","THREE TIMES",32,"8/6/17 22:10","11/16/17 18:13","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
83,9616066,9616066,74364433,,,"Krystal",,"Pugh",,,"1/6/80 12:52","122-86-5712",,,819971,"FL",,,"asian","hispanic","F",,,,,,,,"Y","N","11/17/17 17:36","11/17/17 20:49","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,18237,1,"12/2/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","10/27/14 21:57","THREE TIMES",32,"3/17/17 17:36","3/17/17 20:49","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
84,7627747,7627747,36579903,,,"Julia",,"Cohen",,,"9/2/55 21:57","126-27-5650",,,506003,"FL",,,"asian","hispanic","F",,,,,,,,"N","Y","11/11/16 7:19","11/12/16 0:47","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,24290,1,"12/5/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","10/10/15 19:07","THREE TIMES",32,"12/11/16 7:19","12/17/16 0:47","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
85,4576591,4576591,28568746,,,"John",,"Thompson",,,"2/8/60 15:49","507-14-0294",,,420953,"FL",,,"amindian","hispanic","F",,,,,,,,"Y","N","4/29/17 5:00","5/6/17 18:55","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,44070,1,"12/3/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","3/7/15 22:06","THREE TIMES",32,"4/29/17 5:00","5/6/17 18:55","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.3","20:44.3"
86,3375348,3375348,21770252,,,"John",,"Thompson",,,"2/8/60 15:49","507-14-0294",,,307600,"FL",,,"pacisland","hispanic","F",,,,,,,,"N","N","7/7/17 2:56","11/8/17 8:56","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,91149,1,"12/5/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","6/24/14 17:57","THREE TIMES",32,"7/7/17 2:56","11/8/17 8:56","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
87,839582,839582,48241371,,,"Jodi",,"Hodge",,,"9/29/95 18:49","684-98-0208",,,232559,"FL",,,"amindian","hispanic","F",,,,,,,,"N","N","6/9/17 6:26","7/27/17 15:42","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,86763,1,"12/4/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","12/4/15 21:46","THREE TIMES",32,"6/9/17 6:26","7/27/17 15:42","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
88,5593013,5593013,97063591,,,"James",,"Young",,,"8/1/98 2:18","271-94-2400",,,767931,"FL",,,"pacisland","hispanic","F",,,,,,,,"N","N","1/2/17 19:01","3/14/17 9:01","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,65340,1,"12/4/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","4/25/14 1:32","THREE TIMES",32,"1/2/17 19:01","3/14/17 9:01","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
89,7561546,7561546,85729550,,,"Haley",,"Lester",,,"6/5/64 6:57","200-12-2222",,,225014,"FL",,,"amindian","hispanic","F",,,,,,,,"Y","N","2/21/17 3:03","3/5/17 10:51","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,82326,1,"12/2/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","11/13/14 3:19","THREE TIMES",32,"2/21/17 3:03","3/5/17 10:51","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
90,9357619,9357619,83075208,,,"Derek",,"Rose",,,"5/7/60 7:43","486-05-0424",,,525755,"FL",,,"other","nonhispanic","F",,,,,,,,"N","N","7/9/17 14:25","7/10/17 14:25","SAFE HAVEN SHELTER","EMERGENCY SHELTER","RHSP",8,89602,1,"12/1/17","CLIENT DOESNT NOW","90 DAYS OR MORE, BUT LESS THAN ONE YEAR","1/12/14 12:44","THREE TIMES",32,"7/9/17 14:25","7/10/17 14:25","LOCATION","HOMELESS ALLIANCE OF DOVE COUNTY","20:44.4","20:44.4"
