internal_person_id|internal_event_id|full_name|prefix|first_name|middle_name|last_name|suffix|name_data_quality|dob|ssn|ssn_hash|ssn_bigrams|dmv_number|dmv_state|additional_id_number|additional_id_name|race|ethnicity|sex|street_address|city|state|postal_code|county|country|address_data_quality|veteran_status|disabling_condition|project_start_date|project_exit_date|program_name|program_type|federal_program|destination|household_id|household_relationship|move_in_date|living_situation_type|living_situation_length|living_situation_start_date|times_on_street|months_homeless|client_location_start_date|client_location_end_date|client_location|source_name|created_date|updated_date
6991428|22591777|||Zachary||Rivas|||1988-10-21|642607379|||635485|FL|||A|NOT HISPANIC|F||||||||CLIENT DOESN'T KNOW|CLIENT REFUSED|2017-07-02|2018-02-03|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|24097|SELF|2018-04-12|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2014-09-16|FIVE TIMES|10|2017-06-19|2018-02-02|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.089425|2018-04-13 16:38:03.089428
3434062|65064444|||Alejandra||Tyler|||1972-02-10|420183456|||842807|FL|||P|HISPANIC|F||||||||DATA NOT COLLECTED|DATA NOT COLLECTED|2017-09-14|2018-02-06|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|45878|SELF|2018-04-05|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2015-07-14|FIVE TIMES|10|2017-06-20|2018-02-23|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.080076|2018-04-13 16:38:03.080080
2207733|89513742|||Jennifer||Hatfield|||1958-04-12|075986885|||565118|FL|||O|HISPANIC|F||||||||YES|CLIENT REFUSED|2017-10-27|2018-03-06|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|16309|SELF|2018-04-09|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2015-12-18|FIVE TIMES|10|2017-06-22|2018-01-17|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.033361|2018-04-13 16:38:03.033364
2641744|53290030|||Kristen||Richardson|||1975-08-13|457852555|||115817|FL|||B|NOT HISPANIC|F||||||||NO|CLIENT REFUSED|2017-11-09|2018-04-04|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|10474|SELF|2018-04-09|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2015-06-13|FIVE TIMES|10|2017-06-27|2018-03-24|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.034282|2018-04-13 16:38:03.034286
659362|86134941|||Lisa||Davis|||1969-08-03|886115032|||529453|FL|||I|NOT HISPANIC|F||||||||CLIENT DOESN'T KNOW|DATA NOT COLLECTED|2017-10-07|2018-03-28|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|49468|SELF|2018-04-08|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2014-08-20|FIVE TIMES|10|2017-06-27|2017-09-01|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.038038|2018-04-13 16:38:03.038042
5054585|60308940|||Brandon||Fisher|||1949-10-05|231330444|||160025|FL|||B|NOT HISPANIC|F||||||||CLIENT REFUSED|CLIENT REFUSED|2017-06-02|2018-03-21|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|31030|SELF|2018-04-07|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2015-04-17|FIVE TIMES|10|2017-07-01|2018-04-03|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.054803|2018-04-13 16:38:03.054806
7144005|70583796|||Justin||Patton|||1943-08-29|029765074|||225480|FL|||D|HISPANIC|F||||||||DATA NOT COLLECTED|CLIENT DOESN'T KNOW|2018-01-12|2018-02-18|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|90205|SELF|2018-04-11|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2014-12-13|FIVE TIMES|10|2017-07-02|2017-10-27|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.030540|2018-04-13 16:38:03.030544
4654020|66153380|||Madison||Tate|||1950-02-06|605657428|||699246|FL|||N|NOT HISPANIC|F||||||||NO|YES|2017-05-14|2018-04-01|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|50608|SELF|2018-04-05|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2014-08-31|FIVE TIMES|10|2017-07-05|2018-02-27|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.102535|2018-04-13 16:38:03.102538
7406778|24507074|||Cathy||Cole|||1986-07-23|605966519|||604094|FL|||R|HISPANIC|F||||||||NO|CLIENT DOESN'T KNOW|2017-05-24|2018-02-19|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|84519|SELF|2018-04-12|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2014-10-26|FIVE TIMES|10|2017-07-08|2017-08-06|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.109121|2018-04-13 16:38:03.109123
9924523|2469596|||Paul||Thompson|||1986-06-23|779834194|||519099|FL|||N|HISPANIC|F||||||||DATA NOT COLLECTED|NO|2017-09-03|2018-04-12|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|2486|SELF|2018-04-10|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2015-10-24|FIVE TIMES|10|2017-07-09|2018-03-23|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.118404|2018-04-13 16:38:03.118407
1106465|77549973|||Karen||Sanchez|||1997-05-05|823727301|||683242|FL|||A|HISPANIC|F||||||||YES|CLIENT REFUSED|2017-07-03|2018-04-05|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|44916|SELF|2018-04-04|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2014-09-05|FIVE TIMES|10|2017-07-11|2017-07-11|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.055718|2018-04-13 16:38:03.055721
4329451|20836267|||Karen||Sanchez|||1997-05-05|823727301|||302461|FL|||P|NOT HISPANIC|F||||||||CLIENT DOESN'T KNOW|CLIENT REFUSED|2017-11-14|2018-04-02|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|1018|SELF|2018-04-12|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2016-01-21|FIVE TIMES|10|2017-07-12|2018-04-03|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.117493|2018-04-13 16:38:03.117496
6059401|49044571|||Jacob||Johnson|||1953-07-17|736666091|||83846|FL|||I|HISPANIC|F||||||||NO|NO|2017-08-08|2018-02-07|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|75126|SELF|2018-04-01|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2015-03-29|FIVE TIMES|10|2017-07-13|2018-03-08|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.039896|2018-04-13 16:38:03.039899
7340007|54796951|||Brian||Hall|||1954-02-21|491088711|||916761|FL|||D|NOT HISPANIC|F||||||||CLIENT DOESN'T KNOW|CLIENT REFUSED|2017-09-02|2018-03-24|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|59133|SELF|2018-04-03|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2014-05-20|FIVE TIMES|10|2017-07-16|2018-02-02|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.032424|2018-04-13 16:38:03.032427
229186|42370477|||Jeffrey||Munoz|||1973-12-26|720947740|||149584|FL|||R|HISPANIC|F||||||||CLIENT REFUSED|CLIENT REFUSED|2017-10-23|2018-02-23|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|53745|SELF|2018-04-06|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2016-02-02|FIVE TIMES|10|2017-07-18|2018-01-22|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.081934|2018-04-13 16:38:03.081938
8991143|45084721|||Amy||Moore|||1948-05-15|289434492|||885242|FL|||W|NOT HISPANIC|F||||||||YES|CLIENT DOESN'T KNOW|2017-09-24|2018-04-06|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|88127|SELF|2018-04-12|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2016-03-12|FIVE TIMES|10|2017-07-18|2018-01-26|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.112833|2018-04-13 16:38:03.112836
760090|58465201|||Diane||Ellis|||1949-08-08|726280012|||641576|FL|||N|HISPANIC|F||||||||DATA NOT COLLECTED|CLIENT DOESN'T KNOW|2017-11-01|2018-03-20|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|21734|SELF|2018-04-09|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2014-08-21|FIVE TIMES|10|2017-07-21|2018-03-29|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.068860|2018-04-13 16:38:03.068863
8682623|23521504|||Angela||Thornton|||1983-10-17|198462974|||967737|FL|||D|HISPANIC|F||||||||YES|NO|2017-10-28|2018-01-28|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|54480|SELF|2018-04-03|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2015-06-01|FIVE TIMES|10|2017-07-22|2018-02-07|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.052934|2018-04-13 16:38:03.052937
4009708|11927143|||Andrea||Stewart|||1964-01-12|891032433|||53225|FL|||N|NOT HISPANIC|F||||||||DATA NOT COLLECTED|DATA NOT COLLECTED|2017-10-20|2018-01-22|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|78658|SELF|2018-04-04|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2014-06-25|FIVE TIMES|10|2017-07-26|2018-03-09|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.114738|2018-04-13 16:38:03.114742
5246666|80251024|||Brittany||Gentry|||2000-02-27|304582490|||753087|FL|||P|NOT HISPANIC|F||||||||DATA NOT COLLECTED|CLIENT DOESN'T KNOW|2017-11-07|2018-02-15|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|62518|SELF|2018-04-05|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2015-04-04|FIVE TIMES|10|2017-07-29|2017-09-07|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.099751|2018-04-13 16:38:03.099754
4613696|72149760|||Eddie||Huang|||1993-05-26|861528160|||261|FL|||P|HISPANIC|F||||||||DATA NOT COLLECTED|YES|2017-11-24|2018-02-01|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|44701|SELF|2018-04-03|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2016-03-27|FIVE TIMES|10|2017-08-02|2018-02-08|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.111916|2018-04-13 16:38:03.111919
8377288|18486064|||Deborah||Mcmahon|||1970-02-15|854841862|||187107|FL|||P|HISPANIC|F||||||||YES|CLIENT REFUSED|2017-06-12|2018-01-23|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|49853|SELF|2018-04-01|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2015-05-29|FIVE TIMES|10|2017-08-04|2018-04-03|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.040857|2018-04-13 16:38:03.040860
3957835|37064154|||Juan||Jackson|||1952-06-10|870260808|||511114|FL|||H|NOT HISPANIC|F||||||||CLIENT DOESN'T KNOW|NO|2018-01-07|2018-03-05|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|93228|SELF|2018-04-10|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2014-12-09|FIVE TIMES|10|2017-08-05|2017-09-13|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.080995|2018-04-13 16:38:03.080999
6092494|61143772|||Amy||Jones|||1996-07-24|686560993|||997817|FL|||R|HISPANIC|F||||||||CLIENT REFUSED|YES|2017-06-25|2018-02-05|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|82679|SELF|2018-04-05|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2014-05-23|FIVE TIMES|10|2017-08-06|2018-03-18|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.094108|2018-04-13 16:38:03.094111
2106124|44222447|||Felicia||Evans|||1980-02-23|140472920|||892112|FL|||R|NOT HISPANIC|F||||||||CLIENT DOESN'T KNOW|DATA NOT COLLECTED|2017-11-07|2018-04-02|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|46775|SELF|2018-04-04|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2015-07-07|FIVE TIMES|10|2017-08-10|2018-04-07|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.042751|2018-04-13 16:38:03.042754
8721632|40326941|||April||Evans|||1994-03-03|596204780|||317095|FL|||D|NOT HISPANIC|F||||||||DATA NOT COLLECTED|YES|2017-12-19|2018-04-10|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|73802|SELF|2018-04-10|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2014-10-22|FIVE TIMES|10|2017-08-10|2018-02-21|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.093178|2018-04-13 16:38:03.093181
4693051|23436235|||Krystal||Wilkerson|||1998-12-24|189624778|||273005|FL|||A|NOT HISPANIC|F||||||||DATA NOT COLLECTED|CLIENT REFUSED|2018-01-11|2018-02-21|SAFE HAVEN SHELTER|EMERGENCY SHELTER|RHSP|DATA NOT COLLECTED|69510|SELF|2018-04-09|OTHER|91 DAYS OR MORE, BUT LESS THAN ONE YEAR|2014-12-25|FIVE TIMES|10|2017-08-14|2018-01-14|LOCATION|HOMELESS ALLIANCE OF DOVE COUNTY|2018-04-13 16:38:03.036159|2018-04-13 16:38:03.036162
